,year,selling_price,mileage,engine,max_power,torque,Max_Power_To_Age,Price_To_Age,Price_To_Torque,Price_To_Max_Power,Price_To_engine
33,2015,425000,24.7,1498.0,98.63,200.0,10.9589,47222.22222222222,2125.0,4309.033762546893,283.7116154873164
34,2015,600000,26.0,1498.0,98.6,200.0,10.9556,66666.66666666667,3000.0,6085.192697768763,400.5340453938585
35,2018,850000,20.65,1462.0,103.25,138.0,17.2083,141666.66666666666,6159.420289855072,8232.445520581114,581.3953488372093
36,2015,525000,27.3,1498.0,98.6,200.0,10.9556,58333.333333333336,2625.0,5324.543610547667,350.4672897196262
37,2011,265000,21.12,1248.0,88.8,200.0,6.8308,20384.615384615383,1325.0,2984.2342342342345,212.3397435897436
38,2011,190000,20.36,1197.0,78.9,111.7,6.0692,14615.384615384615,1700.9847806624887,2408.1115335868185,158.73015873015873
39,2013,425000,21.27,1396.0,88.76,219.6,8.0691,38636.36363636364,1935.3369763205828,4788.192879675529,304.4412607449857
40,2015,630000,26.59,1248.0,74.0,190.0,8.2222,70000.0,3315.7894736842104,8513.513513513513,504.8076923076923
41,2017,600000,18.16,1196.0,86.8,112.0,12.4,85714.28571428571,5357.142857142857,6912.442396313364,501.67224080267556
42,2019,650000,21.4,1197.0,83.1,115.0,16.62,130000.0,5652.173913043478,7821.901323706378,543.0242272347535
43,2016,540000,22.0,1498.0,108.495,250.0,13.5619,67500.0,2160.0,4977.187888842804,360.48064085447265
44,2015,630000,25.1,1498.0,98.6,200.0,10.9556,70000.0,3150.0,6389.452332657202,420.5607476635514
45,2018,448000,20.51,998.0,67.0,90.0,11.1667,74666.66666666667,4977.777777777777,6686.567164179104,448.8977955911824
46,2017,500000,21.66,1498.0,108.62,250.0,15.5171,71428.57142857143,2000.0,4603.203829865586,333.7783711615487
47,2016,745000,24.3,1248.0,88.5,200.0,11.0625,93125.0,3725.0,8418.079096045198,596.9551282051282
48,2011,235000,20.36,1197.0,78.9,111.7,6.0692,18076.923076923078,2103.8495971351836,2978.4537389100124,196.32414369256475
49,2016,630000,25.2,1248.0,74.0,190.0,9.25,78750.0,3315.7894736842104,8513.513513513513,504.8076923076923
50,2013,450000,22.9,1248.0,74.0,190.0,6.7273,40909.09090909091,2368.4210526315787,6081.081081081081,360.5769230769231
51,2012,450000,16.02,1373.0,93.7,130.0,7.8083,37500.0,3461.5384615384614,4802.561366061899,327.7494537509104
52,2013,450000,20.54,1598.0,103.6,250.0,9.4182,40909.09090909091,1800.0,4343.629343629344,281.6020025031289
53,2015,610000,22.77,1498.0,98.59,205.0,10.9544,67777.77777777778,2975.609756097561,6187.240085201339,407.20961281708946
54,2017,484999,23.1,998.0,67.04,90.0,9.5771,69285.57142857143,5388.877777777778,7234.471957040572,485.9709418837675
55,2016,275000,19.02,1198.0,67.05,104.0,8.3812,34375.0,2644.230769230769,4101.416853094705,229.5492487479132
56,2016,315000,24.7,796.0,47.3,69.0,5.9125,39375.0,4565.217391304348,6659.6194503171255,395.7286432160804
57,2016,275000,24.7,796.0,47.3,69.0,5.9125,34375.0,3985.5072463768115,5813.9534883720935,345.47738693467335
58,2015,475000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,9.8984,52777.77777777778,2901.6932366106266,5331.935532441403,334.7510193917672
59,2012,290000,19.81,1086.0,68.05,99.04,5.6708,24166.666666666668,2928.1098546042003,4261.5723732549595,267.03499079189686
60,2010,225000,26.2,998.0,58.2,77.0,4.1571,16071.42857142857,2922.0779220779223,3865.9793814432987,225.45090180360722
61,2015,455000,16.47,1198.0,74.0,110.0,8.2222,50555.555555555555,4136.363636363636,6148.648648648648,379.79966611018364
62,2015,351000,19.81,1086.0,68.05,99.04,7.5611,39000.0,3544.022617124394,5157.972079353417,323.2044198895028
63,2012,535000,15.04,1598.0,103.6,153.0,8.6333,44583.333333333336,3496.732026143791,5164.092664092665,334.793491864831
64,2009,175000,18.2,998.0,67.1,90.0,4.4733,11666.666666666666,1944.4444444444443,2608.0476900149033,175.3507014028056
65,2013,525000,18.5,1197.0,82.85,113.7,7.5318,47727.27272727273,4617.4142480211085,6336.753168376585,438.5964912280702
66,2016,600000,26.59,1248.0,74.0,190.0,9.25,75000.0,3157.8947368421054,8108.108108108108,480.7692307692308
67,2016,565000,19.1,1197.0,82.0,114.0,10.25,70625.0,4956.140350877193,6890.243902439024,472.01336675020883
68,2008,120000,19.7,796.0,46.3,62.0,2.8938,7500.0,1935.483870967742,2591.792656587473,150.7537688442211
69,2017,725000,22.54,1396.0,88.73,219.7,12.6757,103571.42857142857,3299.954483386436,8170.855404034712,519.3409742120344
70,2009,185000,21.79,998.0,67.05,90.0,4.47,12333.333333333334,2055.5555555555557,2759.134973900075,185.37074148296594
71,2010,200000,18.8,1248.0,90.0,200.0,6.4286,14285.714285714286,1000.0,2222.222222222222,160.25641025641025
72,2019,615000,21.21,1197.0,81.8,113.0,16.36,123000.0,5442.477876106194,7518.337408312958,513.7844611528822
73,2016,270000,15.37,1196.0,73.0,101.0,9.125,33750.0,2673.267326732673,3698.6301369863013,225.752508361204
74,2018,610000,21.4,1197.0,83.1,115.0,13.85,101666.66666666667,5304.347826086957,7340.553549939832,509.60735171261484
75,2010,300000,15.8,1172.0,65.0,96.0,4.6429,21428.571428571428,3125.0,4615.384615384615,255.9726962457338
76,2016,375000,19.09,1405.0,69.01,135.0,8.6262,46875.0,2777.777777777778,5433.9950731778,266.9039145907473
77,2013,451999,21.9,1396.0,88.76,219.6,8.0691,41090.818181818184,2058.283242258652,5092.372690401081,323.7815186246418
78,2020,475000,21.63,998.0,67.04,90.0,16.76,118750.0,5277.777777777777,7085.322195704057,475.9519038076152
79,2016,780000,24.3,1248.0,88.5,200.0,11.0625,97500.0,3900.0,8813.559322033898,625.0
80,2017,595000,20.85,1197.0,83.14,115.0,11.8771,85000.0,5173.913043478261,7156.603319701708,497.07602339181284
81,2017,440000,20.51,998.0,67.04,90.0,9.5771,62857.142857142855,4888.888888888889,6563.245823389021,440.8817635270541
82,2010,300000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,6.3633,21428.571428571428,1832.6483599646062,3367.538231015623,211.42169645795823
83,2014,400000,20.45,1461.0,83.8,200.0,8.38,40000.0,2000.0,4773.26968973747,273.7850787132101
84,2017,850000,23.0,1498.0,98.96,205.0,14.1371,121428.57142857143,4146.341463414634,8589.329021827001,567.4232309746328
85,2012,370000,19.3,1248.0,73.9,190.0,6.1583,30833.333333333332,1947.3684210526317,5006.765899864682,296.47435897435895
86,2018,350000,23.01,999.0,67.0,91.0,11.1667,58333.333333333336,3846.153846153846,5223.880597014925,350.35035035035037
87,2015,360000,23.1,998.0,67.04,90.0,7.4489,40000.0,4000.0,5369.928400954654,360.7214428857715
88,2008,105000,19.7,796.0,46.3,62.0,2.8938,6562.5,1693.5483870967741,2267.818574514039,131.90954773869348
89,2013,625000,20.77,1248.0,88.76,200.0,8.0691,56818.181818181816,3125.0,7041.460117169896,500.80128205128204
90,2009,135000,17.92,1086.0,62.1,96.1,4.14,9000.0,1404.7866805411031,2173.913043478261,124.30939226519337
91,2015,700000,20.77,1248.0,88.76,200.0,9.8622,77777.77777777778,3500.0,7886.435331230284,560.8974358974359
92,2019,690000,17.8,1198.0,86.7,109.0,17.34,138000.0,6330.275229357798,7958.477508650519,575.9599332220367
93,2017,795000,18.0,1497.0,117.6,145.0,16.8,113571.42857142857,5482.758620689655,6760.2040816326535,531.062124248497
94,2015,535000,26.21,1248.0,88.5,200.0,9.8333,59444.444444444445,2675.0,6045.197740112994,428.68589743589746
95,2018,811000,17.0,1198.0,108.5,170.0,18.0833,135166.66666666666,4770.588235294118,7474.654377880184,676.9616026711185
96,2011,375000,15.04,1598.0,103.6,153.0,7.9692,28846.153846153848,2450.9803921568628,3619.69111969112,234.6683354192741
97,2016,645000,14.3,1598.0,103.5,153.0,12.9375,80625.0,4215.686274509804,6231.884057971014,403.62953692115144
98,2014,599000,16.02,1373.0,93.7,130.0,9.37,59900.0,4607.692307692308,6392.742796157951,436.27093954843406
99,2017,875000,15.6,1497.0,116.3,146.0,16.6143,125000.0,5993.1506849315065,7523.645743766122,584.502338009352
100,2011,175000,23.95,998.0,67.05,90.0,5.1577,13461.538461538461,1944.4444444444443,2609.992542878449,175.3507014028056
101,2012,340000,21.21,1197.0,81.8,113.0,6.8167,28333.333333333332,3008.849557522124,4156.479217603912,284.0434419381788
102,2018,1025000,21.5,1497.0,108.5,260.0,18.0833,170833.33333333334,3942.3076923076924,9447.00460829493,684.7027388109552
103,2016,850000,17.5,1373.0,91.1,130.0,11.3875,106250.0,6538.461538461538,9330.40614709111,619.0823015294975
104,2011,300000,20.54,1598.0,103.6,250.0,7.9692,23076.923076923078,1200.0,2895.7528957528957,187.7346683354193
105,2018,575000,18.16,1196.0,86.8,112.0,14.4667,95833.33333333333,5133.928571428572,6624.42396313364,480.7692307692308
106,2011,160000,20.0,1399.0,68.0,160.0,5.2308,12307.692307692309,1000.0,2352.9411764705883,114.3674052894925
107,2015,515000,20.4,1197.0,81.8,113.0,9.0889,57222.22222222222,4557.522123893806,6295.843520782396,430.2422723475355
108,2015,390000,20.51,998.0,67.0,90.0,7.4444,43333.333333333336,4333.333333333333,5820.895522388059,390.7815631262525
109,2016,550000,18.6,1197.0,81.83,114.7,10.2288,68750.0,4795.117698343504,6721.251374801418,459.4820384294068
110,2010,220000,21.1,1248.0,73.9,113.0,5.2786,15714.285714285714,1946.9026548672566,2976.995940460081,176.28205128205127
111,2015,425000,18.9,1197.0,82.0,114.0,9.1111,47222.22222222222,3728.0701754385964,5182.926829268293,355.0543024227235
112,2019,480000,19.44,999.0,75.0,95.0,15.0,96000.0,5052.631578947368,6400.0,480.4804804804805
113,2014,400000,18.9,1197.0,82.0,114.0,8.2,40000.0,3508.7719298245615,4878.048780487805,334.1687552213868
114,2014,487000,19.1,1197.0,85.8,114.0,8.58,48700.0,4271.929824561404,5675.990675990676,406.85045948203845
115,2016,386000,19.1,1197.0,82.0,114.0,10.25,48250.0,3385.964912280702,4707.317073170731,322.47284878863826
116,2005,100000,13.0,1493.0,100.0,13.1,5.2632,5263.1578947368425,7633.587786259543,1000.0,66.97923643670462
117,2010,300000,21.43,1364.0,87.2,205.0,6.2286,21428.571428571428,1463.4146341463415,3440.366972477064,219.94134897360703
118,2016,450000,18.15,1198.0,82.0,115.0,10.25,56250.0,3913.0434782608695,5487.804878048781,375.6260434056761
119,2017,490000,22.95,1248.0,74.0,190.0,10.5714,70000.0,2578.9473684210525,6621.621621621622,392.62820512820514
120,2009,345000,17.0,1497.0,118.0,146.0,7.8667,23000.0,2363.013698630137,2923.728813559322,230.46092184368737
121,2005,85000,17.3,993.0,60.0,78.0,3.1579,4473.684210526316,1089.7435897435898,1416.6666666666667,85.59919436052367
122,2010,215000,18.9,998.0,67.1,90.0,4.7929,15357.142857142857,2388.8888888888887,3204.172876304024,215.4308617234469
123,2016,459999,20.85,1197.0,83.14,115.0,10.3925,57499.875,3999.991304347826,5532.824152032716,384.29323308270676
124,2005,65000,15.3,1341.0,83.0,115.0,4.3684,3421.0526315789475,565.2173913043479,783.1325301204819,48.47129008202834
125,2017,800000,28.09,1248.0,88.5,200.0,12.6429,114285.71428571429,4000.0,9039.54802259887,641.025641025641
126,2019,520000,20.3,1199.0,84.0,114.0,16.8,104000.0,4561.403508771929,6190.476190476191,433.6947456213511
127,2015,580000,20.77,1248.0,88.76,200.0,9.8622,64444.444444444445,2900.0,6534.474988733664,464.7435897435897
128,2012,235000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,7.4238,19583.333333333332,1435.5745486389415,2637.904947628904,165.61366222540062
129,2015,600000,17.4,1497.0,117.3,145.0,13.0333,66666.66666666667,4137.931034482759,5115.089514066496,400.80160320641284
130,2014,290000,19.4,1198.0,86.8,109.0,8.68,29000.0,2660.5504587155965,3341.013824884793,242.07011686143574
131,2016,360000,26.6,998.0,58.16,77.0,7.27,45000.0,4675.324675324675,6189.821182943604,360.7214428857715
132,2017,550000,20.85,1197.0,83.14,115.0,11.8771,78571.42857142857,4782.608695652174,6615.347606446957,459.4820384294068
133,2013,375000,18.5,1197.0,82.85,113.7,7.5318,34090.90909090909,3298.1530343007917,4526.252263126132,313.28320802005015
134,2018,420000,20.51,998.0,67.0,90.0,11.1667,70000.0,4666.666666666667,6268.6567164179105,420.8416833667335
135,2017,550000,21.21,1197.0,81.8,113.0,11.6857,78571.42857142857,4867.256637168141,6723.716381418093,459.4820384294068
136,2018,270000,24.7,796.0,47.3,69.0,7.8833,45000.0,3913.0434782608695,5708.245243128965,339.1959798994975
137,2018,700000,22.0,1197.0,81.8,113.0,13.6333,116666.66666666667,6194.690265486725,8557.457212713936,584.7953216374269
138,2017,500000,20.4,1197.0,81.8,113.0,11.6857,71428.57142857143,4424.778761061947,6112.469437652812,417.7109440267335
139,2013,320000,18.5,1197.0,82.85,113.7,7.5318,29090.909090909092,2814.423922603342,3862.401931200966,267.33500417710945
140,2018,700000,28.4,1248.0,74.02,190.0,12.3367,116666.66666666667,3684.2105263157896,9456.903539583896,560.8974358974359
141,2015,290000,20.51,998.0,67.04,90.0,7.4489,32222.222222222223,3222.222222222222,4325.775656324582,290.5811623246493
142,2012,265000,19.4,1198.0,86.8,109.0,7.2333,22083.333333333332,2431.1926605504586,3052.9953917050693,221.20200333889815
143,2018,830000,21.4,1197.0,83.1,115.0,13.85,138333.33333333334,7217.391304347826,9987.966305655837,693.4001670843776
144,2011,160000,19.7,796.0,46.3,62.0,3.5615,12307.692307692309,2580.6451612903224,3455.723542116631,201.00502512562815
145,2018,335000,25.17,799.0,53.3,72.0,8.8833,55833.333333333336,4652.777777777777,6285.178236397749,419.2740926157697
146,2017,329000,20.63,1198.0,67.0,104.0,9.5714,47000.0,3163.4615384615386,4910.44776119403,274.6243739565943
147,2017,775000,24.3,1248.0,88.5,200.0,12.6429,110714.28571428571,3875.0,8757.062146892655,620.9935897435897
148,2020,524000,20.14,1197.0,81.86,113.75,20.465,131000.0,4606.593406593406,6401.172733935989,437.7610693400167
149,2015,245000,22.74,796.0,47.3,69.0,5.2556,27222.222222222223,3550.7246376811595,5179.70401691332,307.7889447236181
150,2018,520000,17.57,1193.0,88.7,140.0,14.7833,86666.66666666667,3714.285714285714,5862.457722660653,435.8759430008382
151,2008,130000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,5.5679,8125.0,794.1476226513294,1459.2665667734366,91.61606846511523
152,2014,550000,16.95,1498.0,97.7,134.0,9.77,55000.0,4104.477611940299,5629.477993858751,367.1562082777036
153,2015,300000,19.49,1198.0,67.04,104.0,7.4489,33333.333333333336,2884.6153846153848,4474.940334128878,250.41736227045075
154,2016,350000,20.51,998.0,67.04,90.0,8.38,43750.0,3888.8888888888887,5220.763723150358,350.7014028056112
155,2013,300000,17.21,1493.0,100.0,240.0,9.0909,27272.727272727272,1250.0,3000.0,200.93770931011386
156,2010,250000,21.1,1248.0,73.9,190.0,5.2786,17857.14285714286,1315.7894736842106,3382.949932341001,200.32051282051282
157,2016,270000,25.17,799.0,53.3,72.0,6.6625,33750.0,3750.0,5065.666041275797,337.9224030037547
158,2015,640000,20.77,1248.0,88.76,200.0,9.8622,71111.11111111111,3200.0,7210.455159981973,512.8205128205128
159,2017,409999,15.37,1196.0,73.0,101.0,10.4286,58571.28571428572,4059.3960396039606,5616.424657534247,342.80852842809367
160,2011,165000,17.92,1086.0,62.1,96.1,4.7769,12692.307692307691,1716.961498439126,2657.004830917874,151.93370165745856
161,2007,80000,13.2,1495.0,94.0,12.5,5.5294,4705.882352941177,6400.0,851.063829787234,53.51170568561873
162,2013,550000,23.4,1248.0,74.0,190.0,6.7273,50000.0,2894.7368421052633,7432.4324324324325,440.70512820512823
163,2019,680000,19.0,1199.0,88.76,110.0,17.752,136000.0,6181.818181818182,7661.108607480847,567.139282735613
164,2009,200000,20.36,1197.0,78.9,111.8,5.26,13333.333333333334,1788.9087656529518,2534.8542458808615,167.0843776106934
165,2014,500000,23.4,1248.0,74.0,190.0,7.4,50000.0,2631.5789473684213,6756.756756756757,400.64102564102564
166,2016,1000000,24.52,1248.0,88.5,200.0,11.0625,125000.0,5000.0,11299.435028248588,801.2820512820513
167,2005,75000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,4.6887,3947.3684210526317,458.16208999115156,841.8845577539057,52.85542411448956
168,2015,350000,20.4,1197.0,83.11,113.0,9.2344,38888.88888888889,3097.3451327433627,4211.286247142341,292.39766081871346
169,2013,170000,19.4,1405.0,70.0,135.4,6.3636,15454.545454545454,1255.5391432791728,2428.5714285714284,120.99644128113879
170,2017,800000,22.54,1396.0,88.73,219.7,12.6757,114285.71428571429,3641.3290851160677,9016.11630790037,573.0659025787966
171,2017,500000,26.8,1248.0,74.0,190.0,10.5714,71428.57142857143,2631.5789473684213,6756.756756756757,400.64102564102564
172,2012,360000,23.4,1248.0,74.0,190.0,6.1667,30000.0,1894.7368421052631,4864.864864864865,288.46153846153845
173,2012,310000,19.3,1248.0,73.9,190.0,6.1583,25833.333333333332,1631.578947368421,4194.857916102841,248.39743589743588
174,2015,725000,26.0,1498.0,98.6,200.0,10.9556,80555.55555555556,3625.0,7352.941176470588,483.97863818424565
175,2012,340000,19.3,1248.0,73.9,190.0,6.1583,28333.333333333332,1789.4736842105262,4600.811907983762,272.43589743589746
176,2017,550000,25.4,1186.0,73.97,190.25,10.5671,78571.42857142857,2890.9329829172143,7435.446802757875,463.74367622259695
177,2016,380000,27.28,1047.0,69.0,140.0,8.625,47500.0,2714.285714285714,5507.246376811594,362.9417382999045
178,2013,350000,17.97,1498.0,99.6,134.0,9.0545,31818.18181818182,2611.9402985074626,3514.0562248995984,233.6448598130841
179,2019,610000,18.6,1197.0,81.86,117.0,16.372,122000.0,5213.675213675214,7451.746884925483,509.60735171261484
180,2015,525000,20.85,1197.0,83.14,115.0,9.2378,58333.333333333336,4565.217391304348,6314.649987972095,438.5964912280702
181,2012,320000,19.3,1248.0,73.9,190.0,6.1583,26666.666666666668,1684.2105263157894,4330.1759133964815,256.4102564102564
182,2014,375000,20.4,1197.0,81.8,113.0,8.18,37500.0,3318.5840707964603,4584.352078239609,313.28320802005015
183,2019,300000,19.02,1198.0,67.05,104.0,13.41,60000.0,2884.6153846153848,4474.27293064877,250.41736227045075
184,2015,500000,22.54,1396.0,88.73,219.7,9.8589,55555.555555555555,2275.830678197542,5635.072692437732,358.1661891117478
185,2017,350000,27.28,1047.0,69.0,140.0,9.8571,50000.0,2500.0,5072.463768115942,334.2884431709647
186,2015,380000,17.57,1193.0,88.7,140.0,9.8556,42222.22222222222,2714.285714285714,4284.103720405862,318.5247275775356
187,2014,335000,19.4,1198.0,86.8,109.0,8.68,33500.0,3073.394495412844,3859.447004608295,279.6327212020033
188,2015,465000,18.9,1197.0,82.0,114.0,9.1111,51666.666666666664,4078.9473684210525,5670.731707317073,388.4711779448622
189,2012,290000,21.02,1248.0,88.76,200.0,7.3967,24166.666666666668,1450.0,3267.237494366832,232.37179487179486
190,2005,110000,19.7,796.0,46.3,62.0,2.4368,5789.473684210527,1774.1935483870968,2375.8099352051836,138.19095477386935
191,2017,450000,18.9,1197.0,82.0,114.0,11.7143,64285.71428571428,3947.3684210526317,5487.804878048781,375.9398496240602
192,2017,450000,18.9,1197.0,82.0,114.0,11.7143,64285.71428571428,3947.3684210526317,5487.804878048781,375.9398496240602
193,2013,290000,16.95,1197.0,78.9,111.8,7.1727,26363.636363636364,2593.91771019678,3675.5386565272493,242.27234753550542
194,2016,520000,20.4,1197.0,81.8,113.0,10.225,65000.0,4601.769911504425,6356.968215158924,434.4193817878028
195,2011,265000,16.95,1197.0,78.9,111.8,6.0692,20384.615384615383,2370.3041144901613,3358.681875792142,221.38680033416875
196,2012,330000,18.6,1197.0,85.8,114.0,7.15,27500.0,2894.7368421052633,3846.153846153846,275.6892230576441
197,2012,330000,18.6,1197.0,85.8,114.0,7.15,27500.0,2894.7368421052633,3846.153846153846,275.6892230576441
198,2015,525000,17.19,1197.0,81.86,114.73,9.0956,58333.333333333336,4575.960951799878,6413.388712435866,438.5964912280702
199,2019,675000,21.01,1197.0,81.8,113.0,16.36,135000.0,5973.451327433629,8251.833740831296,563.9097744360902
200,2005,90000,19.7,796.0,46.3,62.0,2.4368,4736.8421052631575,1451.6129032258063,1943.8444924406049,113.06532663316582
201,2017,650000,26.59,1248.0,74.0,190.0,10.5714,92857.14285714286,3421.0526315789475,8783.783783783783,520.8333333333334
202,2014,409000,19.1,1197.0,85.8,114.0,8.58,40900.0,3587.719298245614,4766.899766899767,341.687552213868
203,2015,395000,24.0,1120.0,70.0,160.0,7.7778,43888.88888888889,2468.75,5642.857142857143,352.67857142857144
204,2010,215000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,6.3633,15357.142857142857,1313.397991307968,2413.4023988945296,151.51888246153675
205,2014,400000,19.1,1197.0,85.8,114.0,8.58,40000.0,3508.7719298245615,4662.004662004662,334.1687552213868
206,2012,120000,18.6,1199.0,79.4,108.0,6.6167,10000.0,1111.111111111111,1511.3350125944582,100.08340283569642
207,2018,645000,20.3,1199.0,84.0,114.0,14.0,107500.0,5657.894736842105,7678.571428571428,537.9482902418682
208,2006,81000,16.1,796.0,37.0,59.0,2.0556,4500.0,1372.8813559322034,2189.189189189189,101.75879396984925
209,2013,535000,16.02,1373.0,93.7,130.0,8.5182,48636.36363636364,4115.384615384615,5709.711846318036,389.6576839038602
210,2014,555000,19.01,1461.0,108.5,248.0,10.85,55500.0,2237.9032258064517,5115.207373271889,379.87679671457903
211,2014,725000,17.4,1497.0,117.3,145.0,11.73,72500.0,5000.0,6180.73316283035,484.30193720774884
212,2016,229999,25.17,799.0,53.3,72.0,6.6625,28749.875,3194.4305555555557,4315.178236397749,287.85857321652065
213,2017,409999,20.51,998.0,67.04,90.0,9.5771,58571.28571428572,4555.544444444445,6115.736873508353,410.82064128256513
214,2017,400000,23.84,1199.0,84.0,114.0,12.0,57142.857142857145,3508.7719298245615,4761.9047619047615,333.6113427856547
215,2018,520000,24.0,1186.0,73.97,190.24,12.3283,86666.66666666667,2733.3894028595455,7029.8769771529,438.4485666104553
216,2016,650000,21.4,1197.0,83.1,115.0,10.3875,81250.0,5652.173913043478,7821.901323706378,543.0242272347535
217,2012,420000,17.4,1197.0,85.8,114.0,7.15,35000.0,3684.2105263157896,4895.104895104895,350.87719298245617
218,2014,400000,20.4,1197.0,81.8,113.0,8.18,40000.0,3539.8230088495575,4889.97555012225,334.1687552213868
219,2017,351000,23.1,998.0,67.04,90.0,9.5771,50142.857142857145,3900.0,5235.680190930787,351.7034068136273
220,2011,185000,21.1,1248.0,73.9,190.0,5.6846,14230.76923076923,973.6842105263158,2503.382949932341,148.23717948717947
221,2011,250000,23.08,1461.0,63.1,160.0,4.8538,19230.76923076923,1562.5,3961.9651347068143,171.11567419575633
222,2007,85000,18.2,998.0,67.1,90.0,3.9471,5000.0,944.4444444444445,1266.7660208643815,85.17034068136273
223,2005,85000,18.890787401574805,1418.9650590551182,89.08584830216535,163.6975246062992,4.6887,4473.684210526316,519.2503686566384,954.1358321210931,59.9028139964215
224,2005,85000,19.7,796.0,46.3,62.0,2.4368,4473.684210526316,1370.967741935484,1835.85313174946,106.78391959798995
225,2011,265000,19.3,1248.0,73.9,190.0,5.6846,20384.615384615383,1394.7368421052631,3585.926928281461,212.3397435897436
226,2010,130000,19.0,998.0,66.1,90.0,4.7214,9285.714285714286,1444.4444444444443,1966.7170953101363,130.26052104208418
